Country,Region,ISO,Indicator name,Year,Value,ITU estimate?
Bosnia and Herzegovina,Europe,BIH,Fixed broadband subscriptions per 100 inhabitants,2017,20.4,
Bosnia and Herzegovina,Europe,BIH,Fixed broadband subscriptions: >10 Mbit/s,2017,333455,
Bosnia and Herzegovina,Europe,BIH,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,339280,
Bosnia and Herzegovina,Europe,BIH,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,27612,
Bosnia and Herzegovina,Europe,BIH,Fixed-telephone subscriptions per 100 inhabitants,2017,22.1,
Bosnia and Herzegovina,Europe,BIH,Households with a computer at home (%),2017,63.6,
Bosnia and Herzegovina,Europe,BIH,Households with Internet access at home (%),2017,66,
Bosnia and Herzegovina,Europe,BIH,Households with Internet access at home. rural (%),2017,61.7,
Bosnia and Herzegovina,Europe,BIH,Households with Internet access at home. urban (%),2017,71.6,
Bosnia and Herzegovina,Europe,BIH,Individuals using the Internet. total (%),2017,64.9,
Bosnia and Herzegovina,Europe,BIH,International bandwidth per Internet user (kbit/s),2017,69435,
Bosnia and Herzegovina,Europe,BIH,Internet users: 15-24 years as a % of all 15-24 years,2017,97.8,
Bosnia and Herzegovina,Europe,BIH,Internet users: 25-74 years as a % of all 25-74 years,2017,60.7,
Bosnia and Herzegovina,Europe,BIH,Male Internet users as a % of total male population,2017,67.6,
Bosnia and Herzegovina,Europe,BIH,Mobile-cellular subscriptions per 100 inhabitants,2017,100,
Bosnia and Herzegovina,Europe,BIH,Population covered by a mobile-cellular network (%),2017,100,
Bosnia and Herzegovina,Europe,BIH,Population covered by at least a 3G mobile network (%),2017,95,
Bosnia and Herzegovina,Europe,BIH,Population covered by at least a 4G mobile network (%),2017,0,
Bosnia and Herzegovina,Europe,BIH,Total fixed broadband subscriptions,2017,700347,
Botswana,Africa,BWA,Active mobile-broadband subscriptions per 100 inhabitants,2017,63.8,
Botswana,Africa,BWA,Fixed broadband subscriptions per 100 inhabitants,2017,1.4,
Botswana,Africa,BWA,Fixed broadband subscriptions: >10 Mbit/s,2017,630,
Botswana,Africa,BWA,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,8799,
Botswana,Africa,BWA,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,16626,
Botswana,Africa,BWA,Fixed-telephone subscriptions per 100 inhabitants,2017,5.9,
Botswana,Africa,BWA,Individuals using the Internet. total (%),2017,41.4,yes
Botswana,Africa,BWA,International bandwidth per Internet user (kbit/s),2017,74982.9,
Botswana,Africa,BWA,Mobile-cellular subscriptions per 100 inhabitants,2017,134.9,
Botswana,Africa,BWA,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,3565.2,
Botswana,Africa,BWA,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,519.7,
Botswana,Africa,BWA,Population covered by a mobile-cellular network (%),2017,97,
Botswana,Africa,BWA,Population covered by at least a 3G mobile network (%),2017,80,
Botswana,Africa,BWA,Population covered by at least a 4G mobile network (%),2017,64,
Botswana,Africa,BWA,Total fixed broadband subscriptions,2017,32434,
Brazil,The Americas,BRA,Active mobile-broadband subscriptions per 100 inhabitants,2017,90.6,
Brazil,The Americas,BRA,Female Internet users as a % of total female population,2017,67.3,
Brazil,The Americas,BRA,Female mobile phone ownership as a % of total female population,2017,83.6,
Brazil,The Americas,BRA,Fixed broadband subscriptions per 100 inhabitants,2017,13.9,
Brazil,The Americas,BRA,Fixed broadband subscriptions: >10 Mbit/s,2017,12176858,
Brazil,The Americas,BRA,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,9998617,
Brazil,The Americas,BRA,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,6732392,
Brazil,The Americas,BRA,Fixed-telephone subscriptions per 100 inhabitants,2017,19.4,
Brazil,The Americas,BRA,Households with a computer at home (%),2017,46.3,
Brazil,The Americas,BRA,Households with Internet access at home (%),2017,60.8,
Brazil,The Americas,BRA,Households with Internet access at home. rural (%),2017,33.6,
Brazil,The Americas,BRA,Households with Internet access at home. urban (%),2017,65.1,
Brazil,The Americas,BRA,Individuals owning a mobile phone (%),2017,83.1,
Brazil,The Americas,BRA,Individuals using the Internet. total (%),2017,67.5,
Brazil,The Americas,BRA,International bandwidth per Internet user (kbit/s),2017,29144,
Brazil,The Americas,BRA,Internet users: < 15 years as a % of all < 15 years,2017,82.9,
Brazil,The Americas,BRA,Internet users: 15-24 years as a % of all 15-24 years,2017,88.2,
Brazil,The Americas,BRA,Internet users: 25-74 years as a % of all 25-74 years,2017,62.9,
Brazil,The Americas,BRA,Internet users: 75+ years as a % of all 75+ years,2017,15.2,
Brazil,The Americas,BRA,Male Internet users as a % of total male population,2017,67.6,
Brazil,The Americas,BRA,Male mobile phone ownership as a % of total male population,2017,82.6,
Brazil,The Americas,BRA,Mobile-cellular subscriptions per 100 inhabitants,2017,106.1,
Brazil,The Americas,BRA,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,79914.8,
Brazil,The Americas,BRA,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,759,
Brazil,The Americas,BRA,Population covered by a mobile-cellular network (%),2017,95.8,
Brazil,The Americas,BRA,Population covered by at least a 3G mobile network (%),2017,95.5,
Brazil,The Americas,BRA,Population covered by at least a 4G mobile network (%),2017,83.1,
Brazil,The Americas,BRA,Total fixed broadband subscriptions,2017,28907867,
Brunei Darussalam,Asia & Pacific,BRN,Active mobile-broadband subscriptions per 100 inhabitants,2017,123.9,
Brunei Darussalam,Asia & Pacific,BRN,Fixed broadband subscriptions per 100 inhabitants,2017,9.5,
Brunei Darussalam,Asia & Pacific,BRN,Fixed broadband subscriptions: >10 Mbit/s,2017,13809,
Brunei Darussalam,Asia & Pacific,BRN,Fixed-telephone subscriptions per 100 inhabitants,2017,19.5,
Brunei Darussalam,Asia & Pacific,BRN,Individuals using the Internet. total (%),2017,94.9,yes
Brunei Darussalam,Asia & Pacific,BRN,International bandwidth per Internet user (kbit/s),2017,107793.3,
Brunei Darussalam,Asia & Pacific,BRN,Mobile-cellular subscriptions per 100 inhabitants,2017,126.6,
Brunei Darussalam,Asia & Pacific,BRN,Population covered by a mobile-cellular network (%),2017,99.3,
Brunei Darussalam,Asia & Pacific,BRN,Population covered by at least a 3G mobile network (%),2017,92.7,
Brunei Darussalam,Asia & Pacific,BRN,Population covered by at least a 4G mobile network (%),2017,90,
Brunei Darussalam,Asia & Pacific,BRN,Total fixed broadband subscriptions,2017,41072,
Bulgaria,Europe,BGR,Active mobile-broadband subscriptions per 100 inhabitants,2017,90.3,
Bulgaria,Europe,BGR,Female Internet users as a % of total female population,2017,62.1,
Bulgaria,Europe,BGR,Fixed broadband subscriptions per 100 inhabitants,2017,25,
Bulgaria,Europe,BGR,Fixed broadband subscriptions: >10 Mbit/s,2017,1740584,
Bulgaria,Europe,BGR,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,55640,
Bulgaria,Europe,BGR,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,485,
Bulgaria,Europe,BGR,Fixed-telephone subscriptions per 100 inhabitants,2017,18,
Bulgaria,Europe,BGR,Households with a computer at home (%),2017,63,
Bulgaria,Europe,BGR,Households with Internet access at home (%),2017,67.3,
Bulgaria,Europe,BGR,Households with Internet access at home. rural (%),2017,50.7,
Bulgaria,Europe,BGR,Households with Internet access at home. urban (%),2017,72.5,
Bulgaria,Europe,BGR,Individuals using the Internet. total (%),2017,63.4,
Bulgaria,Europe,BGR,International bandwidth per Internet user (kbit/s),2017,176948.2,
Bulgaria,Europe,BGR,Internet users: 15-24 years as a % of all 15-24 years,2017,88.3,
Bulgaria,Europe,BGR,Internet users: 25-74 years as a % of all 25-74 years,2017,60.3,
Bulgaria,Europe,BGR,Male Internet users as a % of total male population,2017,64.8,
Bulgaria,Europe,BGR,Mobile-cellular subscriptions per 100 inhabitants,2017,118.8,
Bulgaria,Europe,BGR,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,188310.1,
Bulgaria,Europe,BGR,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,1567.3,
Bulgaria,Europe,BGR,Population covered by a mobile-cellular network (%),2017,100,
Bulgaria,Europe,BGR,Population covered by at least a 3G mobile network (%),2017,100,
Bulgaria,Europe,BGR,Population covered by at least a 4G mobile network (%),2017,99.3,
Bulgaria,Europe,BGR,Total fixed broadband subscriptions,2017,1796682,
Burkina Faso,Africa,BFA,Active mobile-broadband subscriptions per 100 inhabitants,2017,27.9,
Burkina Faso,Africa,BFA,Fixed broadband subscriptions per 100 inhabitants,2017,0.1,
Burkina Faso,Africa,BFA,Fixed broadband subscriptions: >10 Mbit/s,2017,0,
Burkina Faso,Africa,BFA,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,2991,
Burkina Faso,Africa,BFA,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,9370,
Burkina Faso,Africa,BFA,Fixed-telephone subscriptions per 100 inhabitants,2017,0.4,
Burkina Faso,Africa,BFA,Households with a computer at home (%),2017,5.1,
Burkina Faso,Africa,BFA,Individuals using the Internet. total (%),2017,7.8,yes
Burkina Faso,Africa,BFA,International bandwidth per Internet user (kbit/s),2017,11755.7,
Burkina Faso,Africa,BFA,Mobile-cellular subscriptions per 100 inhabitants,2017,90.5,
Burkina Faso,Africa,BFA,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,47960.4,
Burkina Faso,Africa,BFA,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,26.5,
Burkina Faso,Africa,BFA,Population covered by a mobile-cellular network (%),2017,93,
Burkina Faso,Africa,BFA,Population covered by at least a 3G mobile network (%),2017,28.2,
Burkina Faso,Africa,BFA,Population covered by at least a 4G mobile network (%),2017,0,
Burkina Faso,Africa,BFA,Total fixed broadband subscriptions,2017,12361,
Burundi,Africa,BDI,Active mobile-broadband subscriptions per 100 inhabitants,2017,12.3,
Burundi,Africa,BDI,Female Internet users as a % of total female population,2017,1.5,
Burundi,Africa,BDI,Female mobile phone ownership as a % of total female population,2017,11.9,
Burundi,Africa,BDI,Fixed broadband subscriptions per 100 inhabitants,2017,0,
Burundi,Africa,BDI,Fixed broadband subscriptions: >10 Mbit/s,2017,77,
Burundi,Africa,BDI,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,275,
Burundi,Africa,BDI,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,3462,
Burundi,Africa,BDI,Fixed-telephone subscriptions per 100 inhabitants,2017,0.2,
Burundi,Africa,BDI,Households with a computer at home (%),2017,1,
Burundi,Africa,BDI,Households with Internet access at home (%),2017,0.3,
Burundi,Africa,BDI,Individuals owning a mobile phone (%),2017,18.4,
Burundi,Africa,BDI,Individuals using the Internet. total (%),2017,2.7,
Burundi,Africa,BDI,International bandwidth per Internet user (kbit/s),2017,19771.9,
Burundi,Africa,BDI,Male Internet users as a % of total male population,2017,3.9,
Burundi,Africa,BDI,Male mobile phone ownership as a % of total male population,2017,25.3,
Burundi,Africa,BDI,Mobile-cellular subscriptions per 100 inhabitants,2017,53.1,
Burundi,Africa,BDI,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,1.1,
Burundi,Africa,BDI,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,42.6,
Burundi,Africa,BDI,Population covered by a mobile-cellular network (%),2017,50,
Burundi,Africa,BDI,Population covered by at least a 3G mobile network (%),2017,39,
Burundi,Africa,BDI,Population covered by at least a 4G mobile network (%),2017,11,
Burundi,Africa,BDI,Total fixed broadband subscriptions,2017,3914,
Cabo Verde,Africa,CPV,Active mobile-broadband subscriptions per 100 inhabitants,2017,67.6,
Cabo Verde,Africa,CPV,Female Internet users as a % of total female population,2017,56.5,
Cabo Verde,Africa,CPV,Female mobile phone ownership as a % of total female population,2017,73.8,
Cabo Verde,Africa,CPV,Fixed broadband subscriptions per 100 inhabitants,2017,2.7,
Cabo Verde,Africa,CPV,Fixed broadband subscriptions: >10 Mbit/s,2017,14993,
Cabo Verde,Africa,CPV,Fixed-telephone subscriptions per 100 inhabitants,2017,11.5,
Cabo Verde,Africa,CPV,Households with a computer at home (%),2017,38.1,
Cabo Verde,Africa,CPV,Households with Internet access at home (%),2017,69.3,
Cabo Verde,Africa,CPV,Individuals owning a mobile phone (%),2017,74.2,
Cabo Verde,Africa,CPV,Individuals using the Internet. total (%),2017,57.2,
Cabo Verde,Africa,CPV,International bandwidth per Internet user (kbit/s),2017,17960,
Cabo Verde,Africa,CPV,Male Internet users as a % of total male population,2017,57.9,
Cabo Verde,Africa,CPV,Male mobile phone ownership as a % of total male population,2017,74.7,
Cabo Verde,Africa,CPV,Mobile-cellular subscriptions per 100 inhabitants,2017,108.4,
Cabo Verde,Africa,CPV,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,20320.6,
Cabo Verde,Africa,CPV,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,1771.8,
Cabo Verde,Africa,CPV,Population covered by a mobile-cellular network (%),2017,99.3,
Cabo Verde,Africa,CPV,Population covered by at least a 3G mobile network (%),2017,91.1,
Cabo Verde,Africa,CPV,Population covered by at least a 4G mobile network (%),2017,0,
Cabo Verde,Africa,CPV,Total fixed broadband subscriptions,2017,14993,
Cambodia,Asia & Pacific,KHM,Active mobile-broadband subscriptions per 100 inhabitants,2017,67.6,
Cambodia,Asia & Pacific,KHM,Female Internet users as a % of total female population,2017,32.9,
Cambodia,Asia & Pacific,KHM,Female mobile phone ownership as a % of total female population,2017,26.9,
Cambodia,Asia & Pacific,KHM,Fixed broadband subscriptions per 100 inhabitants,2017,0.8,
Cambodia,Asia & Pacific,KHM,Fixed broadband subscriptions: >10 Mbit/s,2017,85967,
Cambodia,Asia & Pacific,KHM,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,42127,
Cambodia,Asia & Pacific,KHM,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,1556,
Cambodia,Asia & Pacific,KHM,Fixed-telephone subscriptions per 100 inhabitants,2017,0.8,
Cambodia,Asia & Pacific,KHM,Households with a computer at home (%),2017,12.7,
Cambodia,Asia & Pacific,KHM,Households with Internet access at home (%),2017,21.3,
Cambodia,Asia & Pacific,KHM,Households with Internet access at home. rural (%),2017,30,
Cambodia,Asia & Pacific,KHM,Households with Internet access at home. urban (%),2017,50,
Cambodia,Asia & Pacific,KHM,Individuals owning a mobile phone (%),2017,26.3,
Cambodia,Asia & Pacific,KHM,Individuals using the Internet. total (%),2017,32.9,
Cambodia,Asia & Pacific,KHM,International bandwidth per Internet user (kbit/s),2017,33302.7,
Cambodia,Asia & Pacific,KHM,Male Internet users as a % of total male population,2017,32.9,
Cambodia,Asia & Pacific,KHM,Male mobile phone ownership as a % of total male population,2017,25.7,
Cambodia,Asia & Pacific,KHM,Mobile-cellular subscriptions per 100 inhabitants,2017,117.3,
Cambodia,Asia & Pacific,KHM,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,2780.7,
Cambodia,Asia & Pacific,KHM,Population covered by a mobile-cellular network (%),2017,99,
Cambodia,Asia & Pacific,KHM,Population covered by at least a 3G mobile network (%),2017,83.9,
Cambodia,Asia & Pacific,KHM,Population covered by at least a 4G mobile network (%),2017,57.5,
Cambodia,Asia & Pacific,KHM,Total fixed broadband subscriptions,2017,133633,
Cameroon,Africa,CMR,Active mobile-broadband subscriptions per 100 inhabitants,2017,17.5,
Cameroon,Africa,CMR,Female Internet users as a % of total female population,2017,19.2,
Cameroon,Africa,CMR,Fixed broadband subscriptions per 100 inhabitants,2017,1.6,
Cameroon,Africa,CMR,Fixed broadband subscriptions: >10 Mbit/s,2017,27922,
Cameroon,Africa,CMR,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,335984,
Cameroon,Africa,CMR,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,18452,
Cameroon,Africa,CMR,Fixed-telephone subscriptions per 100 inhabitants,2017,3.6,
Cameroon,Africa,CMR,Households with a computer at home (%),2017,16.9,
Cameroon,Africa,CMR,Households with Internet access at home (%),2017,21.7,
Cameroon,Africa,CMR,Individuals using the Internet. total (%),2017,23.2,
Cameroon,Africa,CMR,International bandwidth per Internet user (kbit/s),2017,2699.7,
Cameroon,Africa,CMR,Male Internet users as a % of total male population,2017,27.4,
Cameroon,Africa,CMR,Mobile-cellular subscriptions per 100 inhabitants,2017,82.5,
Cameroon,Africa,CMR,Population covered by a mobile-cellular network (%),2017,84.8,
Cameroon,Africa,CMR,Total fixed broadband subscriptions,2017,382358,
Canada,The Americas,CAN,Active mobile-broadband subscriptions per 100 inhabitants,2017,72.3,
Canada,The Americas,CAN,Fixed broadband subscriptions per 100 inhabitants,2017,38.1,
Canada,The Americas,CAN,Fixed broadband subscriptions: >10 Mbit/s,2017,11441512,
Canada,The Americas,CAN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,2400707,
Canada,The Americas,CAN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,81586,
Canada,The Americas,CAN,Fixed-telephone subscriptions per 100 inhabitants,2017,39.6,
Canada,The Americas,CAN,Households with a computer at home (%),2017,84.1,
Canada,The Americas,CAN,Households with Internet access at home (%),2017,89,
Canada,The Americas,CAN,Individuals using the Internet. total (%),2017,92.7,yes
Canada,The Americas,CAN,International bandwidth per Internet user (kbit/s),2017,73775.9,
Canada,The Americas,CAN,Mobile-cellular subscriptions per 100 inhabitants,2017,86.7,
Canada,The Americas,CAN,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,126940.9,
Canada,The Americas,CAN,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,1797,
Canada,The Americas,CAN,Population covered by a mobile-cellular network (%),2017,99.4,
Canada,The Americas,CAN,Population covered by at least a 3G mobile network (%),2017,99.4,
Canada,The Americas,CAN,Population covered by at least a 4G mobile network (%),2017,99,
Canada,The Americas,CAN,Total fixed broadband subscriptions,2017,13923805,
Central African Rep.,Africa,CAF,Active mobile-broadband subscriptions per 100 inhabitants,2017,4.4,
Central African Rep.,Africa,CAF,Fixed broadband subscriptions per 100 inhabitants,2017,0,
Central African Rep.,Africa,CAF,Fixed broadband subscriptions: >10 Mbit/s,2017,0,
Central African Rep.,Africa,CAF,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,79,
Central African Rep.,Africa,CAF,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,419,
Central African Rep.,Africa,CAF,Fixed-telephone subscriptions per 100 inhabitants,2017,0,
Central African Rep.,Africa,CAF,Individuals using the Internet. total (%),2017,4,yes
Central African Rep.,Africa,CAF,International bandwidth per Internet user (kbit/s),2017,5493.6,
Central African Rep.,Africa,CAF,Mobile-cellular subscriptions per 100 inhabitants,2017,23.5,
Central African Rep.,Africa,CAF,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,267.4,
Central African Rep.,Africa,CAF,Population covered by a mobile-cellular network (%),2017,59.4,
Central African Rep.,Africa,CAF,Population covered by at least a 3G mobile network (%),2017,30.6,
Central African Rep.,Africa,CAF,Total fixed broadband subscriptions,2017,619,
Chad,Africa,TCD,Active mobile-broadband subscriptions per 100 inhabitants,2017,3.5,
Chad,Africa,TCD,Fixed broadband subscriptions per 100 inhabitants,2017,0,
Chad,Africa,TCD,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,331,
Chad,Africa,TCD,Fixed-telephone subscriptions per 100 inhabitants,2017,0.1,
Chad,Africa,TCD,Individuals using the Internet. total (%),2017,6.4,yes
Chad,Africa,TCD,International bandwidth per Internet user (kbit/s),2017,1799.1,
Chad,Africa,TCD,Mobile-cellular subscriptions per 100 inhabitants,2017,42.2,
Chad,Africa,TCD,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,26.9,
Chad,Africa,TCD,Population covered by a mobile-cellular network (%),2017,86,
Chad,Africa,TCD,Population covered by at least a 3G mobile network (%),2017,32,
Chad,Africa,TCD,Population covered by at least a 4G mobile network (%),2017,9,
Chad,Africa,TCD,Total fixed broadband subscriptions,2017,331,
Chile,The Americas,CHL,Active mobile-broadband subscriptions per 100 inhabitants,2017,86.7,
Chile,The Americas,CHL,Female Internet users as a % of total female population,2017,80.7,
Chile,The Americas,CHL,Female mobile phone ownership as a % of total female population,2017,97.2,
Chile,The Americas,CHL,Fixed broadband subscriptions per 100 inhabitants,2017,16.7,
Chile,The Americas,CHL,Fixed broadband subscriptions: >10 Mbit/s,2017,2197273,
Chile,The Americas,CHL,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,807055,
Chile,The Americas,CHL,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,58064,
Chile,The Americas,CHL,Fixed-telephone subscriptions per 100 inhabitants,2017,17.4,
Chile,The Americas,CHL,Households with a computer at home (%),2017,60.2,
Chile,The Americas,CHL,Households with Internet access at home (%),2017,87.5,
Chile,The Americas,CHL,Individuals owning a mobile phone (%),2017,92,
Chile,The Americas,CHL,Individuals using the Internet. total (%),2017,82.3,
Chile,The Americas,CHL,International bandwidth per Internet user (kbit/s),2017,128459.9,
Chile,The Americas,CHL,Male Internet users as a % of total male population,2017,84,
Chile,The Americas,CHL,Male mobile phone ownership as a % of total male population,2017,86.7,
Chile,The Americas,CHL,Mobile-cellular subscriptions per 100 inhabitants,2017,125.3,
Chile,The Americas,CHL,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,139052.5,
Chile,The Americas,CHL,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,3190.5,
Chile,The Americas,CHL,Population covered by a mobile-cellular network (%),2017,96,
Chile,The Americas,CHL,Population covered by at least a 3G mobile network (%),2017,95,
Chile,The Americas,CHL,Population covered by at least a 4G mobile network (%),2017,88,
Chile,The Americas,CHL,Total fixed broadband subscriptions,2017,3062392,
China,Asia & Pacific,CHN,Active mobile-broadband subscriptions per 100 inhabitants,2017,83.5,
China,Asia & Pacific,CHN,Fixed broadband subscriptions per 100 inhabitants,2017,28,
China,Asia & Pacific,CHN,Fixed broadband subscriptions: >10 Mbit/s,2017,380841000,
China,Asia & Pacific,CHN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,12777897,
China,Asia & Pacific,CHN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,573100,
China,Asia & Pacific,CHN,Fixed-telephone subscriptions per 100 inhabitants,2017,13.7,
China,Asia & Pacific,CHN,Individuals using the Internet. total (%),2017,54.3,
China,Asia & Pacific,CHN,International bandwidth per Internet user (kbit/s),2017,27933.6,
China,Asia & Pacific,CHN,Mobile-cellular subscriptions per 100 inhabitants,2017,104.2,
China,Asia & Pacific,CHN,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,255919.3,
China,Asia & Pacific,CHN,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,1740.7,
China,Asia & Pacific,CHN,Population covered by a mobile-cellular network (%),2017,99.5,
China,Asia & Pacific,CHN,Population covered by at least a 3G mobile network (%),2017,98,
China,Asia & Pacific,CHN,Population covered by at least a 4G mobile network (%),2017,98,
China,Asia & Pacific,CHN,Total fixed broadband subscriptions,2017,394190000,
Colombia,The Americas,COL,Active mobile-broadband subscriptions per 100 inhabitants,2017,49.5,
Colombia,The Americas,COL,Female Internet users as a % of total female population,2017,62.4,
Colombia,The Americas,COL,Female mobile phone ownership as a % of total female population,2017,74.5,
Colombia,The Americas,COL,Fixed broadband subscriptions per 100 inhabitants,2017,13.1,
Colombia,The Americas,COL,Fixed broadband subscriptions: >10 Mbit/s,2017,1667314,
Colombia,The Americas,COL,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,4377128,
Colombia,The Americas,COL,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,286590,
Colombia,The Americas,COL,Fixed-telephone subscriptions per 100 inhabitants,2017,14.5,
Colombia,The Americas,COL,Households with a computer at home (%),2017,44.3,
Colombia,The Americas,COL,Households with Internet access at home (%),2017,50,
Colombia,The Americas,COL,Households with Internet access at home. rural (%),2017,17,
Colombia,The Americas,COL,Households with Internet access at home. urban (%),2017,58.6,
Colombia,The Americas,COL,Individuals owning a mobile phone (%),2017,73.2,
Colombia,The Americas,COL,Individuals using the Internet. total (%),2017,62.3,
Colombia,The Americas,COL,International bandwidth per Internet user (kbit/s),2017,159418.3,
Colombia,The Americas,COL,Internet users: < 15 years as a % of all < 15 years,2017,62,
Colombia,The Americas,COL,Internet users: 15-24 years as a % of all 15-24 years,2017,84.6,
Colombia,The Americas,COL,Internet users: 25-74 years as a % of all 25-74 years,2017,58.8,
Colombia,The Americas,COL,Internet users: 75+ years as a % of all 75+ years,2017,7.7,
Colombia,The Americas,COL,Male Internet users as a % of total male population,2017,62.1,
Colombia,The Americas,COL,Male mobile phone ownership as a % of total male population,2017,71.8,
Colombia,The Americas,COL,Mobile-cellular subscriptions per 100 inhabitants,2017,128.7,
Colombia,The Americas,COL,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,2527.2,
Colombia,The Americas,COL,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,1183.3,
Colombia,The Americas,COL,Population covered by a mobile-cellular network (%),2017,100,
Colombia,The Americas,COL,Population covered by at least a 3G mobile network (%),2017,100,
Colombia,The Americas,COL,Population covered by at least a 4G mobile network (%),2017,96,
Colombia,The Americas,COL,Total fixed broadband subscriptions,2017,6331032,
Comoros,Arab States,COM,Active mobile-broadband subscriptions per 100 inhabitants,2017,61.6,
Comoros,Arab States,COM,Fixed broadband subscriptions per 100 inhabitants,2017,0.2,
Comoros,Arab States,COM,Fixed broadband subscriptions: >10 Mbit/s,2017,27,
Comoros,Arab States,COM,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,214,
Comoros,Arab States,COM,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,1256,
Comoros,Arab States,COM,Fixed-telephone subscriptions per 100 inhabitants,2017,2.3,
Comoros,Arab States,COM,Individuals using the Internet. total (%),2017,8.5,yes
Comoros,Arab States,COM,International bandwidth per Internet user (kbit/s),2017,18583,
Comoros,Arab States,COM,Mobile-cellular subscriptions per 100 inhabitants,2017,61.6,
Comoros,Arab States,COM,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,63.7,
Comoros,Arab States,COM,Population covered by a mobile-cellular network (%),2017,90.9,
Comoros,Arab States,COM,Population covered by at least a 3G mobile network (%),2017,89.8,
Comoros,Arab States,COM,Population covered by at least a 4G mobile network (%),2017,82.5,
Comoros,Arab States,COM,Total fixed broadband subscriptions,2017,1644,
Congo (Rep. of the),Africa,COG,Active mobile-broadband subscriptions per 100 inhabitants,2017,5.8,
Congo (Rep. of the),Africa,COG,Fixed-telephone subscriptions per 100 inhabitants,2017,0.3,
Congo (Rep. of the),Africa,COG,Individuals using the Internet. total (%),2017,8.7,yes
Congo (Rep. of the),Africa,COG,International bandwidth per Internet user (kbit/s),2017,13829.7,
Congo (Rep. of the),Africa,COG,Mobile-cellular subscriptions per 100 inhabitants,2017,95.2,
Congo (Rep. of the),Africa,COG,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,2065,
Congo (Rep. of the),Africa,COG,Population covered by a mobile-cellular network (%),2017,75,
Congo (Rep. of the),Africa,COG,Population covered by at least a 4G mobile network (%),2017,5,
Costa Rica,The Americas,CRI,Active mobile-broadband subscriptions per 100 inhabitants,2017,95.9,
Costa Rica,The Americas,CRI,Female Internet users as a % of total female population,2017,71.7,
Costa Rica,The Americas,CRI,Fixed broadband subscriptions per 100 inhabitants,2017,14.9,
Costa Rica,The Americas,CRI,Fixed broadband subscriptions: >10 Mbit/s,2017,65474,
